query,preprocessed_query,retrieved_docs,scores
"Bệnh trào ngược dạ_dày thực_quản có nhiều phương_pháp điều_trị , nhưng chủ_yếu sẽ được sử_dụng thuốc để trị bệnh . Đâu là loại thuốc mà bệnh_nhân có_thể uống thoải_mái mà không cần chỉ_định của bác_sĩ ?",bệnh trào ngược dạ_dày thực_quản có nhiều phương_pháp điều_trị nhưng chủ_yếu sẽ được sử_dụng thuốc để trị bệnh đâu là loại thuốc mà bệnh_nhân có_thể uống thoải_mái mà không cần chỉ_định của bác_sĩ,['tiểu_đường là bệnh mạn_tính không_thể điều_trị khỏi người_bệnh phải dùng thuốc suốt đời tuy_nhiên để tránh sự lệ_thuộc và lạm_dụng tân_dược các loại cây thuốc_nam chữa bệnh tiểu_đường cũng được sử_dụng để hỗ_trợ việc kiểm_soát đường_huyết tốt hơn'],[0.999471127986908]
"Bệnh trào ngược dạ_dày thực_quản có nhiều phương_pháp điều_trị , nhưng chủ_yếu sẽ được sử_dụng thuốc để trị bệnh . Đâu là loại thuốc mà bệnh_nhân uống nhưng cần có chỉ_định của bác_sĩ ?",bệnh trào ngược dạ_dày thực_quản có nhiều phương_pháp điều_trị nhưng chủ_yếu sẽ được sử_dụng thuốc để trị bệnh đâu là loại thuốc mà bệnh_nhân uống nhưng cần có chỉ_định của bác_sĩ,['tiểu_đường là bệnh mạn_tính không_thể điều_trị khỏi người_bệnh phải dùng thuốc suốt đời tuy_nhiên để tránh sự lệ_thuộc và lạm_dụng tân_dược các loại cây thuốc_nam chữa bệnh tiểu_đường cũng được sử_dụng để hỗ_trợ việc kiểm_soát đường_huyết tốt hơn'],[0.9993643760681152]
"Trong các phương_thuốc điều_trị bệnh trào ngược dạ_dày thực_quản , có rất nhiều tác_dụng phụ nếu bạn dùng thuốc quá nhiều . Đâu là dấu_hiệu chỉ của ức_chế thụ thể . H-2 báo_hiệu việc bạn đã quá lạm_dụng thuốc ức_chế bơm proton ?",trong các phương_thuốc điều_trị bệnh trào ngược dạ_dày thực_quản có rất nhiều tác_dụng phụ nếu bạn dùng thuốc quá nhiều đâu là dấu_hiệu chỉ của ức_chế thụ thể h2 báo_hiệu việc bạn đã quá lạm_dụng thuốc ức_chế bơm proton,['bên cạnh các biện_pháp sử_dụng thuốc và liệu_pháp thay_thế enzyme ert người bị fabry cần áp_dụng thêm nhiều cách khác để kiểm_soát mệt_mỏi hiệu_quả như giữ mát cơ_thể ngủ đủ giấc kiểm_soát đau'],[0.999226450920105]
"Chị Uyên đến gặp bác_sĩ sau khi có triệu_chứng đau bụng , đại_tiện khó_khăn và sụt cân bất_thường . Bác_sĩ cho rằng chị đã bị bệnh tiêu_chảy cấp và cần làm rõ nguyên_nhân gây tiêu_chảy . Lúc này bác_sĩ sẽ dùng biện_pháp nào ?",chị uyên đến gặp bác_sĩ sau khi có triệu_chứng đau bụng đại_tiện khó_khăn và sụt cân bất_thường bác_sĩ cho rằng chị đã bị bệnh tiêu_chảy cấp và cần làm rõ nguyên_nhân gây tiêu_chảy lúc này bác_sĩ sẽ dùng biện_pháp nào,['20 bác_sĩ nội_tiết là bác_sĩ chuyên về các tuyến và hormone như insulin đối_tượng cần đến gặp bác_sĩ nội_tiết bao_gồm người mới được chẩn_đoán mắc bệnh tiểu_đường đang gặp khó_khăn trong việc kiểm_soát bệnh hoặc gặp các biến_chứng do bệnh này hay phải sử_dụng máy_bơm insulin'],[0.9992020130157471]
"Nhằm tìm ra nguyên_nhân gây bệnh của tiêu_chảy cấp , bác_sĩ sẽ tiến_hành khám thực_thể thực_hiện mốt số xét_nghiệm . Những loại xét_nghiệm nào sẽ được tiến_hành ?",nhằm tìm ra nguyên_nhân gây bệnh của tiêu_chảy cấp bác_sĩ sẽ tiến_hành khám thực_thể thực_hiện mốt số xét_nghiệm những loại xét_nghiệm nào sẽ được tiến_hành,['xét_nghiệm cytokin được sử_dụng với nhiều mục_đích khác nhau có ý_nghĩa trong nghiên_cứu cũng như lâm_sàng trước khi thực_hiện xét_nghiệm bệnh_nhân không cần kiêng ăn_uống trước khi tiến_hành xét_nghiệm'],[0.999230146408081]
"Để có_thể tìm ra rõ nguyên_nhân gây ra bệnh tiêu_chảy cấp , bác_sĩ sẽ phải tiến_hành một_số loại xét_nghiệm và xem_xét về thể_trạng của bệnh_nhân . Những yếu_tố nào sẽ được bác_sĩ xem_xét ?",để có_thể tìm ra rõ nguyên_nhân gây ra bệnh tiêu_chảy cấp bác_sĩ sẽ phải tiến_hành một_số loại xét_nghiệm và xem_xét về thể_trạng của bệnh_nhân những yếu_tố nào sẽ được bác_sĩ xem_xét,['xét_nghiệm lactate trong máu là một trong những xét_nghiệm được đánh_giá cao trong việc theo_dõi và chẩn_đoán nhiều bệnh đặc_biệt là đối_với các bệnh_nhân hồi_sức cấp_cứu'],[0.9993761777877808]
"Theo thống_kê , có tới 85% dân_số trên thế_giới có tình_trạng sai_lệch khớp chân . Tình_trạng này rất phổ_biến , xuất_phát từ một_số nguyên_nhân như do di_truyền , do có thói_quen xấu , mất răng_cửa sớm hay do phục_hồi răng sai kỹ_thuật . Trường_hợp nào dưới đây có nguy_cơ mắc bệnh sai_lệch khớp cắn ?",theo thống_kê có tới 85 dân_số trên thế_giới có tình_trạng sai_lệch khớp chân tình_trạng này rất phổ_biến xuất_phát từ một_số nguyên_nhân như do di_truyền do có thói_quen xấu mất răng_cửa sớm hay do phục_hồi răng sai kỹ_thuật trường_hợp nào dưới đây có nguy_cơ mắc bệnh sai_lệch khớp cắn,['răng quặp vào trong là 1 trong số những sai_lệch về hình_dạng mà nhiều người mắc phải đa_phần do bẩm_sinh hoặc quá_trình thay răng vĩnh_viễn bị sai_sót hiện_nay để khắc_phục tình_trạng này các bạn có_thể tham_khảo những cách chữa răng quặp bằng cách làm sứ thẩm_mỹ hoặc chỉnh_hình răng'],[0.9994264245033264]
"Theo thống_kê , có tới 85% dân_số trên thế_giới có tình_trạng sai_lệch khớp chân . Tình_trạng này rất phổ_biến , xuất_phát từ một_số nguyên_nhân như do di_truyền , do có thói_quen xấu , mất răng_cửa sớm hay do phục_hồi răng sai kỹ_thuật . Vậy đối_tượng nào có nguy_cơ mắc bệnh sai_lệch khớp cắn ?",theo thống_kê có tới 85 dân_số trên thế_giới có tình_trạng sai_lệch khớp chân tình_trạng này rất phổ_biến xuất_phát từ một_số nguyên_nhân như do di_truyền do có thói_quen xấu mất răng_cửa sớm hay do phục_hồi răng sai kỹ_thuật vậy đối_tượng nào có nguy_cơ mắc bệnh sai_lệch khớp cắn,['răng quặp vào trong là 1 trong số những sai_lệch về hình_dạng mà nhiều người mắc phải đa_phần do bẩm_sinh hoặc quá_trình thay răng vĩnh_viễn bị sai_sót hiện_nay để khắc_phục tình_trạng này các bạn có_thể tham_khảo những cách chữa răng quặp bằng cách làm sứ thẩm_mỹ hoặc chỉnh_hình răng'],[0.9994150400161743]
"Theo thống_kê , có tới 85% dân_số trên thế_giới có tình_trạng sai_lệch khớp chân . Tình_trạng này rất phổ_biến , xuất_phát từ một_số nguyên_nhân như do di_truyền , do có thói_quen xấu , mất răng_cửa sớm hay do phục_hồi răng sai kỹ_thuật . Đối_tượng nào có nguy_cơ mắc bệnh sai_lệch khớp cắn ?",theo thống_kê có tới 85 dân_số trên thế_giới có tình_trạng sai_lệch khớp chân tình_trạng này rất phổ_biến xuất_phát từ một_số nguyên_nhân như do di_truyền do có thói_quen xấu mất răng_cửa sớm hay do phục_hồi răng sai kỹ_thuật đối_tượng nào có nguy_cơ mắc bệnh sai_lệch khớp cắn,['răng quặp vào trong là 1 trong số những sai_lệch về hình_dạng mà nhiều người mắc phải đa_phần do bẩm_sinh hoặc quá_trình thay răng vĩnh_viễn bị sai_sót hiện_nay để khắc_phục tình_trạng này các bạn có_thể tham_khảo những cách chữa răng quặp bằng cách làm sứ thẩm_mỹ hoặc chỉnh_hình răng'],[0.9994175434112549]
"Kawasaki ( Viêm mạch_máu ) được biết là bệnh có tính_chất nghiêm_trọng vì liên_quan đến tổn_thương mạch vành . Trong quá_trình điều_trị đặc_hiệu , trẻ được điều_trị sớm với Gamma globulin ( một thành_phần protein trong máu người ) . Việc điều_trị bệnh Kawasaki với Gamma globulin có ý_nghĩa gì ?",kawasaki viêm mạch_máu được biết là bệnh có tính_chất nghiêm_trọng vì liên_quan đến tổn_thương mạch vành trong quá_trình điều_trị đặc_hiệu trẻ được điều_trị sớm với gamma globulin một thành_phần protein trong máu người việc điều_trị bệnh kawasaki với gamma globulin có ý_nghĩa gì,['viêm thận kẽ là bệnh rối_loạn ảnh_hưởng đến khu_vực xung_quanh nephron dẫn tới tình_trạng viêm thận viêm mô kẽ thận có_thể là cấp_tính hoặc mãn_tính nhưng thường có tiên_lượng tốt tuy_nhiên vẫn có khoảng 13 trường_hợp cần đến lọc máu ngoài thận trong khi chờ thận hồi_phục nên việc chẩn_đoán sớm và điều_trị viêm thận kẽ là rất quan_trọng'],[0.999393880367279]
