query,preprocessed_query,retrieved_docs,scores
"Bệnh trào ngược dạ_dày thực_quản có nhiều phương_pháp điều_trị , nhưng chủ_yếu sẽ được sử_dụng thuốc để trị bệnh . Đâu là loại thuốc mà bệnh_nhân có_thể uống thoải_mái mà không cần chỉ_định của bác_sĩ ?",bệnh trào ngược dạ_dày thực_quản có nhiều phương_pháp điều_trị nhưng chủ_yếu sẽ được sử_dụng thuốc để trị bệnh đâu là loại thuốc mà bệnh_nhân có_thể uống thoải_mái mà không cần chỉ_định của bác_sĩ,"['1 thực_phẩm giàu chất_béo và sô cô la thực_phẩm giàu chất_béo và sô cô la được chỉ_định theo kinh_nghiệm là thực_phẩm có_thể làm giảm áp_lực cơ_vòng thực_quản dưới hoặc kéo_dài thời_gian làm rỗng dạ_dày tuy_nhiên không có thử_nghiệm ngừng thuốc nào đánh_giá tác_động lên kết_cục bệnh trào ngược dạ_dày thực_quản', '1 không lạm_dụng một_số loại thuốc là cách giữ thận khoẻ_mạnh hơn nsaid thuốc chống viêm không steroid như ibuprofen và naproxen có_thể làm hỏng thận của bạn nếu dùng quá nhiều trong cùng một lúc hoặc dùng quá thường_xuyên việc sử_dụng thuốc ức_chế bơm proton ppi cho các vết loét niêm_mạc dạ_dày hoặc gerd bệnh trào ngược dạ_dày thực_quản trong thời_gian dài có_thể làm tăng nguy_cơ mắc các bệnh_lý thận mãn_tính để thận khoẻ_mạnh thì tốt nhất bạn chỉ nên dùng thuốc này khi được bác_sĩ chỉ_định', '3 điều_trị nhiễm_trùng đường tiết_niệu để biết chính_xác mức_độ viêm_nhiễm bạn cần đến các cơ_sở y_tế để được thăm_khám và điều_trị về thăm_khám trong quá_trình thăm_khám bạn có_thể sẽ được hỏi về triệu_chứng bệnh tiền_sử bệnh sẵn có các loại thuốc đang sử_dụng để biết chính_xác nguyên_nhân gây bệnh và mức_độ tiến_triển của bệnh bác_sĩ sẽ yêu_cầu thực_hiện một_số loại xét_nghiệm như xét_nghiệm nước_tiểu xét_nghiệm chức_năng thận siêu_âm bàng_quang nuôi_cấy nước_tiểu về điều_trị viêm đường tiết_niệu là bệnh có khả_năng điều_trị tuỳ vào mức_độ viêm mà các bác_sĩ sẽ chỉ_định loại kháng_sinh phù_hợp ức_chế được sự phát_triển của vi_khuẩn gây bệnh điều quan_trọng là bạn cần phải tuân_thủ thời_gian điều_trị không vì đã giảm triệu_chứng mà dừng uống thuốc bạn cần uống đủ liều_lượng thì bệnh mới hoàn_toàn chấm_dứt hạn_chế nguy_cơ tái_phát']","[0.9987167716026306, 0.9986962080001831, 0.9985125660896301]"
"Bệnh trào ngược dạ_dày thực_quản có nhiều phương_pháp điều_trị , nhưng chủ_yếu sẽ được sử_dụng thuốc để trị bệnh . Đâu là loại thuốc mà bệnh_nhân uống nhưng cần có chỉ_định của bác_sĩ ?",bệnh trào ngược dạ_dày thực_quản có nhiều phương_pháp điều_trị nhưng chủ_yếu sẽ được sử_dụng thuốc để trị bệnh đâu là loại thuốc mà bệnh_nhân uống nhưng cần có chỉ_định của bác_sĩ,"['trào ngược dạ_dày thực_quản gerd là gì viêm thực_quản là tình_trạng viêm lớp niêm_mạc lót bên trong lòng thực_quản đoạn ống tiêu_hoá nối từ họng đến dạ_dày có chức_năng đưa thức_ăn vào cơ_thể bệnh có_thể do trào ngược axit nhiễm_trùng phản_ứng phụ của một_số sản_phẩm thuốc hoặc dị_ứng thực_phẩm khiến cho người_bệnh khó nuốt đau tức phần ngực', '4 đồ uống có ga đồ uống có ga có liên_quan đến việc thúc_đẩy các triệu_chứng bệnh trào ngược dạ_dày thực_quản bằng cách giảm áp_suất cơ_vòng thực_quản dưới và được tìm thấy để dự_đoán các triệu_chứng bệnh trào ngược dạ_dày thực_quản trong một phân_tích đa biến', '1 vai_trò của thay_đổi lối sống trong điều_trị viêm thanh_quản trào ngược điều_chỉnh chế_độ ăn_uống và lối sống là những biện_pháp can_thiệp hiệu_quả đối_với bệnh trào ngược dạ_dày thực_quản mặc_dù thực_tế là có rất ít dữ_liệu mạnh_mẽ được công_bố theo phương_pháp điều_trị được sử_dụng tại một bệnh_viện đa_khoa quận của vương_quốc_anh việc điều_chỉnh chế_độ ăn_uống và hành_vi cũng được cho là rất hiệu_quả trong việc quản_lý trào ngược thanh_quản']","[0.9984757900238037, 0.9983858466148376, 0.9982203841209412]"
"Trong các phương_thuốc điều_trị bệnh trào ngược dạ_dày thực_quản , có rất nhiều tác_dụng phụ nếu bạn dùng thuốc quá nhiều . Đâu là dấu_hiệu chỉ của ức_chế thụ thể . H-2 báo_hiệu việc bạn đã quá lạm_dụng thuốc ức_chế bơm proton ?",trong các phương_thuốc điều_trị bệnh trào ngược dạ_dày thực_quản có rất nhiều tác_dụng phụ nếu bạn dùng thuốc quá nhiều đâu là dấu_hiệu chỉ của ức_chế thụ thể h2 báo_hiệu việc bạn đã quá lạm_dụng thuốc ức_chế bơm proton,"['trào ngược dạ_dày thực_quản gerd là gì viêm thực_quản là tình_trạng viêm lớp niêm_mạc lót bên trong lòng thực_quản đoạn ống tiêu_hoá nối từ họng đến dạ_dày có chức_năng đưa thức_ăn vào cơ_thể bệnh có_thể do trào ngược axit nhiễm_trùng phản_ứng phụ của một_số sản_phẩm thuốc hoặc dị_ứng thực_phẩm khiến cho người_bệnh khó nuốt đau tức phần ngực', '3 các lựa_chọn dược_lý khác nhau để điều_trị trào ngược thanh_quản tóm_tắt các liệu_pháp y_tế khác nhau trong bệnh trào ngược thanh_quản với hiệu_quả đã được chứng_minh hoặc chưa chắc_chắn chữ_viết tắt gerd bệnh trào ngược dạ_dày thực_quản h2ra chất đối_kháng thụ thể histamine2 ppi chất ức_chế bơm proton ssri chất ức_chế tái hấp_thu serotonin có chọn_lọc tca thuốc chống trầm_cảm ba vòng', '1 không lạm_dụng một_số loại thuốc là cách giữ thận khoẻ_mạnh hơn nsaid thuốc chống viêm không steroid như ibuprofen và naproxen có_thể làm hỏng thận của bạn nếu dùng quá nhiều trong cùng một lúc hoặc dùng quá thường_xuyên việc sử_dụng thuốc ức_chế bơm proton ppi cho các vết loét niêm_mạc dạ_dày hoặc gerd bệnh trào ngược dạ_dày thực_quản trong thời_gian dài có_thể làm tăng nguy_cơ mắc các bệnh_lý thận mãn_tính để thận khoẻ_mạnh thì tốt nhất bạn chỉ nên dùng thuốc này khi được bác_sĩ chỉ_định']","[0.9990438222885132, 0.9989758133888245, 0.9987952709197998]"
"Chị Uyên đến gặp bác_sĩ sau khi có triệu_chứng đau bụng , đại_tiện khó_khăn và sụt cân bất_thường . Bác_sĩ cho rằng chị đã bị bệnh tiêu_chảy cấp và cần làm rõ nguyên_nhân gây tiêu_chảy . Lúc này bác_sĩ sẽ dùng biện_pháp nào ?",chị uyên đến gặp bác_sĩ sau khi có triệu_chứng đau bụng đại_tiện khó_khăn và sụt cân bất_thường bác_sĩ cho rằng chị đã bị bệnh tiêu_chảy cấp và cần làm rõ nguyên_nhân gây tiêu_chảy lúc này bác_sĩ sẽ dùng biện_pháp nào,"['hỏi chào bác_sĩ em năm nay 39 tuổi mới_đây em có đi khám sức_khoẻ định_kỳ và kết_quả là em bị tuyến_giáp đa nhân 2 thuỳ lành_tính kích_thước là 3 61 8 bác_sĩ có chỉ_định là mổ nhưng em không muốn đụng_chạm đến dao_kéo vì_vậy em muốn xin bác_sĩ tư_vấn giúp em bị tuyến_giáp đa nhân 2 thuỳ lành_tính kích_thước 3618 nếu không mổ điều_trị bằng phương_pháp nào em xin cảm_ơn bác_sĩ nguyễn_thị_bích 1981 trả_lời chào chị theo thông_tin của chị chị đang bị bướu_giáp đa nhân lành_tính thêm vào đó kích_thước khối nhân giáp của chị lớn với tình_trạng bị tuyến_giáp đa nhân 2 thuỳ lành_tính kích_thước 3618 nếu chị không mong_muốn phẫu_thuật nhân tuyến_giáp thì chị nên lựa_chọn phương_pháp đốt sóng cao_tần khối_u nếu chị có nhu_cầu điều_trị chị có_thể tới khám chuyên_khoa nội_tiết một trong các bệnh_viện thuộc hệ_thống y_tế vinmec trên toàn_quốc để được bác_sĩ giàu kinh_nghiệm tư_vấn cụ_thể hơn cảm_ơn chị đã tin_tưởng và đặt câu hỏi tới vinmec trân_trọng', '2 những triệu_chứng nên xét_nghiệm máu lắng nếu bạn xuất_hiện những triệu_chứng dưới đây nên cân_nhắc đến việc xét_nghiệm máu lắng đau khớp hoặc cứng khớp kéo_dài nhức đầu đặc_biệt với đau kết_hợp vùng vai giảm cân bất_thường đau vùng vai cổ và hông triệu_chứng đường tiêu_hoá như tiêu_chảy sốt có máu trong phân đau bụng bất_thường bác_sĩ sẽ lưu_ý một_số vấn_đề trước khi làm xét_nghiệm máu lắng', 'hỏi chào bác_sĩ con tôi bị ong đốt 1 tuần trước khoảng 67 nốt đốt tôi đã bôi mật_ong ngay lúc đó các vết đốt giảm đau giảm ngứa 1 giờ sau đó sau 1 tuần tự_dưng các vết đốt đó sưng ngứa trở_lại xin hỏi bác_sĩ nguyên_nhân vết ong đốt bị sưng ngứa trở_lại và xử_lý như_thế_nào xin cảm_ơn bác_sĩ bùi_thị_mùi 1980 trả_lời được giải_đáp bởi các bác_sĩ nhi sơ_sinh khoa_nhi sơ_sinh bệnh_viện đa_khoa quốc_tế vinmec_hải_phòng chào chị với câu hỏi của bạn bác_sĩ xin giải_đáp như sau khi trẻ ong đốt ngoài tác_dụng của nọc ong có_thể tác_dụng dị_ứng da tại nơi ong chích cũng như việc viêm và nhiễm_trùng tại vết đốt do các vi_khuẩn bên ngoài xâm_nhập vào nếu trẻ có tình_trạng như trên chị cần đưa trẻ khám chuyên_khoa để được tư_vấn cụ_thể nếu chị còn thắc_mắc về vết ong đốt chị có_thể đến bệnh_viện thuộc hệ_thống y_tế vinmec để kiểm_tra và tư_vấn thêm cảm_ơn chị đã tin_tưởng và gửi câu hỏi đến vinmec chúc chị có thật nhiều sức_khoẻ trân_trọng']","[0.9987519979476929, 0.998689591884613, 0.9986445903778076]"
"Nhằm tìm ra nguyên_nhân gây bệnh của tiêu_chảy cấp , bác_sĩ sẽ tiến_hành khám thực_thể thực_hiện mốt số xét_nghiệm . Những loại xét_nghiệm nào sẽ được tiến_hành ?",nhằm tìm ra nguyên_nhân gây bệnh của tiêu_chảy cấp bác_sĩ sẽ tiến_hành khám thực_thể thực_hiện mốt số xét_nghiệm những loại xét_nghiệm nào sẽ được tiến_hành,"['xét_nghiệm tổng phân_tích tế_bào máu thường được yêu_cầu khi khám bệnh cấp_cứu hoặc cần theo_dõi tiến_trình điều_trị của người_bệnh dưới đây là cách đọc cùng với ý_nghĩa của sự thay_đổi những chỉ_số nằm trong xét_nghiệm tổng phân_tích tế_bào máu được tiến_hành trên thiết_bị tự_động', '4 chẩn_đoán chứng đau dây_thần_kinh số 5 như_thế_nào việc chẩn_đoán triệu_chứng này cũng chính là cố_gắng tìm ra nguyên_nhân gây bệnh vì_vậy các bác_sĩ có_thể tiến_hành nhiều kiểm_tra và xét_nghiệm khám thực_thể chụp xquang và ct scan sọ nhằm đánh_giá các bất_thường liên_quan đến cơn đau khảo_sát mạch_máu thông_qua ct scan hoặc chụp cộng_hưởng từ mri', 'bài viết được tư_vấn chuyên_môn bởi thạc_sĩ bác_sĩ đỗ_thị_hoàng_hà bác_sĩ hoá_sinh khoa_xét nghiệm bệnh_viện đa_khoa quốc_tế vinmec_hải_phòng xét_nghiệm acid_folic là một trong những xét_nghiệm cận lâm_sàng được tiến_hành hiện_nay nhằm kiểm_tra tình_trạng thiếu vitamin b9 của cơ_thể con_người để có_thể phát_hiện kịp_thời những bất_thường diễn ra bên trong cơ_thể thì chúng_ta cần nắm được xét_nghiệm acid_folic là gì cũng như khi nào thực_hiện xét_nghiệm acid_folic']","[0.9989105463027954, 0.9987859725952148, 0.9984086155891418]"
"Để có_thể tìm ra rõ nguyên_nhân gây ra bệnh tiêu_chảy cấp , bác_sĩ sẽ phải tiến_hành một_số loại xét_nghiệm và xem_xét về thể_trạng của bệnh_nhân . Những yếu_tố nào sẽ được bác_sĩ xem_xét ?",để có_thể tìm ra rõ nguyên_nhân gây ra bệnh tiêu_chảy cấp bác_sĩ sẽ phải tiến_hành một_số loại xét_nghiệm và xem_xét về thể_trạng của bệnh_nhân những yếu_tố nào sẽ được bác_sĩ xem_xét,"['các biện_pháp chẩn_đoán bệnh phì đại cuốn mũi bác_sĩ sẽ xem_xét các triệu_chứng lâm_sàng cũng như tiền_sử bệnh_sử cơ_địa dị_ứng của bệnh_nhân để có định_hướng cho việc chẩn_đoán bệnh một_số cận lâm_sàng như nội_soi các bộ_phận của mũi và khoang mũi có_thể được chỉ_định để thăm_dò cấu_trúc và chức_năng của mũi', '4 cidp được chẩn_đoán như_thế_nào không có xét_nghiệm nào để chẩn_đoán bệnh cidp thay vào đó bác_sĩ sẽ tìm_hiểu các triệu_chứng của bệnh_nhân chẳng_hạn như thời_gian chúng bắt_đầu và cảm_giác mà nó mang lại bác_sĩ cũng sẽ kiểm_tra thể_chất một_cách kỹ_lưỡng và có_thể đề_nghị các xét_nghiệm để hiểu rõ hơn về những gì xảy ra với thần_kinh của bệnh_nhân cũng như loại_trừ các nguyên_nhân khác trong một_số trường_hợp dù các bác_sĩ có_thể không hoàn_toàn chắc_chắn rằng bệnh_nhân có bị cidp không nhưng họ vẫn tiến_hành điều_trị nếu các triệu_chứng được cải_thiện thì chứng_tỏ rằng bệnh_nhân đó bị bệnh cidp', '5 làm cách nào bác_sĩ biết trẻ mắc bệnh giang_mai bác_sĩ phải xem_xét một_số yếu_tố để xác_định trẻ có bệnh giang_mai hay không bao_gồm kết_quả xét_nghiệm máu giang_mai của mẹ và nếu đã được chẩn_đoán mắc bệnh giang_mai trước đó thì bà mẹ này đã thực_hiện điều_trị trong thai kỳ chưa bên cạnh đó bác_sĩ sẽ xét_nghiệm máu của trẻ khám thể_chất hoặc làm các xét_nghiệm khác như chọc dịch tuỷ_sống hoặc chụp xquang để xác_định xem trẻ có mắc bệnh giang_mai hay không']","[0.9991585612297058, 0.9988468885421753, 0.9987837672233582]"
"Theo thống_kê , có tới 85% dân_số trên thế_giới có tình_trạng sai_lệch khớp chân . Tình_trạng này rất phổ_biến , xuất_phát từ một_số nguyên_nhân như do di_truyền , do có thói_quen xấu , mất răng_cửa sớm hay do phục_hồi răng sai kỹ_thuật . Trường_hợp nào dưới đây có nguy_cơ mắc bệnh sai_lệch khớp cắn ?",theo thống_kê có tới 85 dân_số trên thế_giới có tình_trạng sai_lệch khớp chân tình_trạng này rất phổ_biến xuất_phát từ một_số nguyên_nhân như do di_truyền do có thói_quen xấu mất răng_cửa sớm hay do phục_hồi răng sai kỹ_thuật trường_hợp nào dưới đây có nguy_cơ mắc bệnh sai_lệch khớp cắn,"['đối_tượng nguy_cơ bệnh viêm cột_sống dính khớp viêm cột_sống dính khớp là bệnh rất phổ_biến và có tính_chất di_truyền bệnh hay gặp nhất ở nam_giới và thường xuất_hiện ở trước tuổi 35 và chỉ có một_số trường_hợp bệnh xuất_hiện sau 45 tuổi bệnh viêm cột_sống dính khớp rất nguy_hiểm nếu không điều_trị sớm và kịp_thời sẽ dẫn đến tình_trạng biến_dạng khớp tàn_phế phụ_thuộc và sự chăm_sóc của gia_đình và xã_hội', '2 biến_chứng của móm hàm nhô ra có_thể gây ra tình_trạng sai khớp cắn răng của bạn không khớp với nhau đúng cách sai khớp cắn có_thể gây ra một_số vấn_đề về sức_khoẻ bao_gồm mòn răng khó nhai và các vấn_đề về phát_âm răng mọc lệch gây khó chải răng và dùng chỉ nha_khoa hơn khiến người bị móm có nguy_cơ cao bị sâu_răng và bệnh nướu răng', 'niềng răng là giải_pháp mang lại kết_quả rất tốt cho tình_trạng răng mọc không đều sai_lệch khớp cắn tuy_nhiên thời_gian niềng răng tối_thiểu là bao_lâu là vấn_đề được nhiều người có ý_định niềng răng băn_khoăn và ngần_ngại vậy thực_tế có_thể rút ngắn thời_gian niềng răng được hay không và thời_gian niềng răng nhanh nhất_là bao_lâu']","[0.999060869216919, 0.9990025162696838, 0.998938798904419]"
"Theo thống_kê , có tới 85% dân_số trên thế_giới có tình_trạng sai_lệch khớp chân . Tình_trạng này rất phổ_biến , xuất_phát từ một_số nguyên_nhân như do di_truyền , do có thói_quen xấu , mất răng_cửa sớm hay do phục_hồi răng sai kỹ_thuật . Vậy đối_tượng nào có nguy_cơ mắc bệnh sai_lệch khớp cắn ?",theo thống_kê có tới 85 dân_số trên thế_giới có tình_trạng sai_lệch khớp chân tình_trạng này rất phổ_biến xuất_phát từ một_số nguyên_nhân như do di_truyền do có thói_quen xấu mất răng_cửa sớm hay do phục_hồi răng sai kỹ_thuật vậy đối_tượng nào có nguy_cơ mắc bệnh sai_lệch khớp cắn,"['đối_tượng nguy_cơ bệnh viêm cột_sống dính khớp viêm cột_sống dính khớp là bệnh rất phổ_biến và có tính_chất di_truyền bệnh hay gặp nhất ở nam_giới và thường xuất_hiện ở trước tuổi 35 và chỉ có một_số trường_hợp bệnh xuất_hiện sau 45 tuổi bệnh viêm cột_sống dính khớp rất nguy_hiểm nếu không điều_trị sớm và kịp_thời sẽ dẫn đến tình_trạng biến_dạng khớp tàn_phế phụ_thuộc và sự chăm_sóc của gia_đình và xã_hội', '2 biến_chứng của móm hàm nhô ra có_thể gây ra tình_trạng sai khớp cắn răng của bạn không khớp với nhau đúng cách sai khớp cắn có_thể gây ra một_số vấn_đề về sức_khoẻ bao_gồm mòn răng khó nhai và các vấn_đề về phát_âm răng mọc lệch gây khó chải răng và dùng chỉ nha_khoa hơn khiến người bị móm có nguy_cơ cao bị sâu_răng và bệnh nướu răng', 'niềng răng là giải_pháp mang lại kết_quả rất tốt cho tình_trạng răng mọc không đều sai_lệch khớp cắn tuy_nhiên thời_gian niềng răng tối_thiểu là bao_lâu là vấn_đề được nhiều người có ý_định niềng răng băn_khoăn và ngần_ngại vậy thực_tế có_thể rút ngắn thời_gian niềng răng được hay không và thời_gian niềng răng nhanh nhất_là bao_lâu']","[0.9990168809890747, 0.9989807605743408, 0.9989354014396667]"
"Theo thống_kê , có tới 85% dân_số trên thế_giới có tình_trạng sai_lệch khớp chân . Tình_trạng này rất phổ_biến , xuất_phát từ một_số nguyên_nhân như do di_truyền , do có thói_quen xấu , mất răng_cửa sớm hay do phục_hồi răng sai kỹ_thuật . Đối_tượng nào có nguy_cơ mắc bệnh sai_lệch khớp cắn ?",theo thống_kê có tới 85 dân_số trên thế_giới có tình_trạng sai_lệch khớp chân tình_trạng này rất phổ_biến xuất_phát từ một_số nguyên_nhân như do di_truyền do có thói_quen xấu mất răng_cửa sớm hay do phục_hồi răng sai kỹ_thuật đối_tượng nào có nguy_cơ mắc bệnh sai_lệch khớp cắn,"['2 biến_chứng của móm hàm nhô ra có_thể gây ra tình_trạng sai khớp cắn răng của bạn không khớp với nhau đúng cách sai khớp cắn có_thể gây ra một_số vấn_đề về sức_khoẻ bao_gồm mòn răng khó nhai và các vấn_đề về phát_âm răng mọc lệch gây khó chải răng và dùng chỉ nha_khoa hơn khiến người bị móm có nguy_cơ cao bị sâu_răng và bệnh nướu răng', 'đối_tượng nguy_cơ bệnh viêm cột_sống dính khớp viêm cột_sống dính khớp là bệnh rất phổ_biến và có tính_chất di_truyền bệnh hay gặp nhất ở nam_giới và thường xuất_hiện ở trước tuổi 35 và chỉ có một_số trường_hợp bệnh xuất_hiện sau 45 tuổi bệnh viêm cột_sống dính khớp rất nguy_hiểm nếu không điều_trị sớm và kịp_thời sẽ dẫn đến tình_trạng biến_dạng khớp tàn_phế phụ_thuộc và sự chăm_sóc của gia_đình và xã_hội', 'niềng răng là giải_pháp mang lại kết_quả rất tốt cho tình_trạng răng mọc không đều sai_lệch khớp cắn tuy_nhiên thời_gian niềng răng tối_thiểu là bao_lâu là vấn_đề được nhiều người có ý_định niềng răng băn_khoăn và ngần_ngại vậy thực_tế có_thể rút ngắn thời_gian niềng răng được hay không và thời_gian niềng răng nhanh nhất_là bao_lâu']","[0.9990025162696838, 0.9989991784095764, 0.9989331364631653]"
"Kawasaki ( Viêm mạch_máu ) được biết là bệnh có tính_chất nghiêm_trọng vì liên_quan đến tổn_thương mạch vành . Trong quá_trình điều_trị đặc_hiệu , trẻ được điều_trị sớm với Gamma globulin ( một thành_phần protein trong máu người ) . Việc điều_trị bệnh Kawasaki với Gamma globulin có ý_nghĩa gì ?",kawasaki viêm mạch_máu được biết là bệnh có tính_chất nghiêm_trọng vì liên_quan đến tổn_thương mạch vành trong quá_trình điều_trị đặc_hiệu trẻ được điều_trị sớm với gamma globulin một thành_phần protein trong máu người việc điều_trị bệnh kawasaki với gamma globulin có ý_nghĩa gì,"['nguyên_nhân bệnh bệnh still ở người_lớn nguyên_nhân bệnh still ở người_lớn hiện_nay chưa được hiểu rõ nhiều chuyên_gia đồng_ý rằng bệnh nguyên của bệnh still có liên_quan đến hệ_thống hlab 17 các gen b18 b35 dr2 và các cytokine ifn gamma interleukin 6 tnf alpha chính vì_vậy bệnh được xếp vào nhóm bệnh hệ_thống với các biểu_hiện đa_dạng khắp các cơ_quan trong cơ_thể', 'các biện_pháp điều_trị bệnh kawasaki viêm mạch_máu bệnh kawasaki được điều_trị như_thế_nào biến_chứng do điều_trị khá hiếm tóm_lại bệnh kawasaki là một tình_trạng bệnh_lý bất_thường liên_quan đến sự viêm các mạch_máu trong cơ_thể bệnh thường gặp ở trẻ nhỏ dưới 5 tuổi đặc_biệt là trẻ_em nhật_bản và gốc á nguyên_nhân gây bệnh vẫn chưa rõ_ràng bệnh biểu_hiện với triệu_chứng sốt phát_ban cùng với các triệu_chứng ở hạch da niêm_mạc … chưa có bằng_chứng cho thấy bệnh kawasaki có_thể lây_lan việc điều_trị sớm với gammaglobulin có ý_nghĩa quan_trọng giúp đẩy_lùi các biến_chứng nguy_hiểm nhất_là tổn_thương mạch vành', '1 đột_quỵ là gì đột_quỵ tai_biến mạch_máu não là tình_trạng bệnh_lý xảy ra do tổn_thương mạch_máu não xuất_hiện khi việc cung_cấp máu lên 1 phần của não bộ bị ngừng lại đột_ngột đột_quỵ có_thể xuất_hiện do nhồi máu não tắc mạch gây ngừng_trệ dòng máu nuôi não hoặc chảy_máu não vỡ mạch làm máu trong lòng mạch bị thoát ra ngoài tràn vào mô não gây chèn_ép và phá_huỷ mô não đột_quỵ là căn_bệnh đột_ngột cấp_tính có độ nguy_hiểm cao bệnh có_thể khiến phần não liên_quan bị tổn_thương hoặc thậm_chí và không_thể hoạt_động được người_bệnh có_thể ngay_lập_tức rơi vào tình_trạng ngã gục hôn_mê đối_diện với di_chứng tàn_tật hoặc tử_vong chính vì tính_chất nguy_hiểm của đột_quỵ nên việc phòng_ngừa đột_quỵ là rất quan_trọng đồng_thời việc phát_hiện sớm những dấu_hiệu trước khi bị đột_quỵ cũng đóng vai_trò rất quan_trọng trong việc giảm_thiểu biến_chứng nguy_hiểm của bệnh và giúp rút ngắn thời_gian điều_trị bệnh xem ngay có biết được dấu_hiệu đột_quỵ trước 30 ngày 1 tuần hay 1 ngày không']","[0.9990831017494202, 0.9990546107292175, 0.9988324642181396]"
